model,model_label,model_sort_key,experiment,condition,example_id,mode,prompt_variant,family,correct,segment,segment_label,layer,source,n_tokens,valid_tokens,low_lid_threshold,mean_lid,min_lid,max_lid,variance_lid,auc_lid,fraction_below_low_threshold,slope_lid,early_late_diff,boundary_jump_answer_minus_thinking
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000099,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,55,55,3.0750386714935307,14.699094022404063,3.1674435138702393,131.89547729492188,348.68577724656956,13.442900529614201,0.0,1.1089705086373798,-0.6057319130216321,-30.06456756591797
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000099,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,55,55,4.8619797706604,11.447387079759078,4.428075790405273,27.794296264648438,24.15697427397343,11.278508813292891,0.01818181818181818,-3.919322717344592,-2.886597020285471,-4.389007568359375
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000099,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,55,55,4.729562854766845,11.580627779527145,5.099594593048096,29.549604415893555,27.871041670556714,11.500297060719243,0.0,-2.5934652291334976,-2.3009869030543726,-7.1437482833862305
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000109,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,60,60,3.0750386714935307,13.684770552317302,3.505861759185791,68.24610900878906,102.78035918202886,13.104071083715406,0.0,-2.1554534255481084,-1.1250528017679837,11.05384349822998
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000109,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,60,60,4.8619797706604,10.964194520314534,4.3080034255981445,24.560731887817383,16.968200969838048,10.847046932931674,0.016666666666666666,-0.8686316036787111,-0.8886935551961255,2.166807174682617
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000109,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,60,60,4.729562854766845,11.099838050206502,3.917452812194824,31.464092254638672,21.409350968650816,10.996338997857045,0.03333333333333333,-1.2552100040873562,-0.7931654930114753,-3.706827163696289
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000118,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,65,65,3.0750386714935307,13.12867153607882,3.154602289199829,82.44637298583984,219.46346892096557,12.43244368582964,0.0,10.582020452139254,9.692176187739651,11.125082969665527
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000118,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,65,65,4.8619797706604,11.127306505349965,6.650301456451416,32.18655014038086,22.2052284613621,10.93838157504797,0.0,4.591264471307499,3.712206896613626,0.15864181518554688
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000118,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,65,65,4.729562854766845,11.373267848675068,5.5071635246276855,36.82548904418945,28.135054375631206,11.179513268172741,0.0,5.221040268211094,2.795184584224925,-9.007516860961914
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000150,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,47,47,3.0750386714935307,13.967136707711727,4.488288879394531,54.96764373779297,73.9968450952458,13.31474254442298,0.0,-0.8273387716171644,0.2837105989456177,6.492587566375732
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000150,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,47,47,4.8619797706604,9.628986957225393,4.651592254638672,25.91342544555664,14.310587794528857,9.515264759893004,0.02127659574468085,-1.852195747355198,-1.9915475845336914,-4.993623733520508
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000150,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,47,47,4.729562854766845,10.648525075709566,4.0220770835876465,27.705774307250977,20.69677482744056,10.475870609283445,0.0425531914893617,-1.9859291188260364,-0.6961896022160854,-0.3561897277832031
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000273,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,43,43,3.0750386714935307,12.472681028898371,3.188636302947998,84.67245483398438,160.93638915384085,11.448071485473998,0.0,6.225379757850918,3.8872081799940617,7.473851203918457
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000273,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,43,43,4.8619797706604,10.908462114112321,4.324104309082031,28.38130760192871,36.85833843617908,10.673004195803689,0.06976744186046512,0.36175339116102795,-0.34633939916437306,0.3209657669067383
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000273,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,43,43,4.729562854766845,12.944031526876051,5.501519203186035,31.294923782348633,26.039062582070603,12.73684681029547,0.0,1.294977710312565,1.1191610856489707,-2.238553047180176
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000325,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,70,70,3.0750386714935307,12.60954614366804,4.451467037200928,57.0567626953125,74.8092493545711,12.225979818814041,0.0,-0.8632658238861769,-1.0039253234863281,10.900086402893066
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000325,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,70,70,4.8619797706604,10.963816213607789,5.0889410972595215,28.080944061279297,18.010056092238358,10.837926173555678,0.0,-2.5347649232722294,-1.9625971052381725,0.48265647888183594
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000325,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,70,70,4.729562854766845,11.088339110783169,5.270878791809082,25.806081771850586,17.32476730503269,10.993144111356875,0.0,-1.3097122963765186,-1.8787972662183972,0.015848159790039062
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000351,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,53,53,3.0750386714935307,12.53557184507262,3.823094367980957,64.1825942993164,119.52868285148276,11.86558023782877,0.0,0.3366209565968497,-0.1799667903355182,4.867772102355957
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000351,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,53,53,4.8619797706604,10.749006964125723,4.993151664733887,24.616416931152344,19.083049793197706,10.604656430391163,0.0,-1.4991842065967054,-1.208510773522514,-0.4531440734863281
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000351,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,53,53,4.729562854766845,11.796060328213674,5.665243148803711,54.536842346191406,62.75783334380227,11.644107864453241,0.0,-0.45575334440986554,-0.7586665834699353,-7.060372352600098
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000389,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,65,65,3.0750386714935307,12.529173902364878,4.229692459106445,46.438941955566406,75.5528912955949,12.079209811985493,0.0,-3.8704263793838702,-2.5176861145917098,-7.311700820922852
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000389,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,65,65,4.8619797706604,11.605643133016732,5.855268478393555,37.67164993286133,23.043238500487078,11.408029817044735,0.0,-0.049654583164035725,-1.0420820572796998,-3.1876373291015625
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000389,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,65,65,4.729562854766845,12.622250292851374,5.254892349243164,29.51958465576172,27.499430053173484,12.522738113999367,0.0,-1.0976222285023987,-1.5876387988819793,-7.013462066650391
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000561,no_think,canonical,,True,answer_segment,no_think_answer,6,exp_c_segment_sample,79,79,3.0750386714935307,9.947574503814117,3.3077549934387207,62.6550178527832,93.89851743840345,9.457288555609875,0.0,2.008792654924758,3.769621574878693,12.054253578186035
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000561,no_think,canonical,,True,answer_segment,no_think_answer,13,exp_c_segment_sample,79,79,4.8619797706604,9.640227812754956,4.347446441650391,25.465988159179688,14.033524268870613,9.501280778493634,0.02531645569620253,-0.6211127694649027,-0.17856028079986608,2.0088119506835938
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000561,no_think,canonical,,True,answer_segment,no_think_answer,20,exp_c_segment_sample,79,79,4.729562854766845,10.337775139869015,4.6994547843933105,25.383275985717773,16.215989520317475,10.257626276749829,0.012658227848101266,2.8144533724724474,2.867214775085449,1.4186649322509766
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000582,no_think,canonical,,False,answer_segment,no_think_answer,6,exp_c_segment_sample,62,62,3.0750386714935307,13.765700055706885,4.698736667633057,56.137088775634766,86.7137331396509,13.350498754470072,0.0,4.330453266928995,3.7356377840042114,-5.434932708740234
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000582,no_think,canonical,,False,answer_segment,no_think_answer,13,exp_c_segment_sample,62,62,4.8619797706604,11.342279503422398,5.634593963623047,28.298120498657227,28.604950774253535,11.22465238414827,0.0,0.9688208685492505,2.0438062846660614,-2.5260066986083984
Qwen_Qwen3-1.7B,1.7B,1.7,exp_c,no_think,gsm8k_test_000582,no_think,canonical,,False,answer_segment,no_think_answer,20,exp_c_segment_sample,62,62,4.729562854766845,11.634536297090593,4.32542085647583,22.53937339782715,17.194768296059706,11.557301935602407,0.016129032258064516,2.309813637154808,1.9402373731136322,-6.073555946350098
