experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,4.583963394165039,,ok,,,,
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,5.528911590576172,,ok,,,,
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,5.517641544342041,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,4.121318817138672,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,4.863127708435059,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,5.0480451583862305,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,4.013769149780273,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,4.834778785705566,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,5.134825706481934,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.7143959999084473,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,4.5494384765625,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,4.7221269607543945,,ok,,,,
exp_a,exp_a__constant_repetition_null,constant_repetition_null,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.779392957687378,,ok,,,,
