experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,6,10,False,182,182,True,17.72222900390625,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,13,10,False,182,182,True,12.982269287109375,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,20,10,False,182,182,True,12.609846115112305,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,6,10,False,139,139,True,19.8497257232666,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,13,10,False,139,139,True,13.624441146850586,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,20,10,False,139,139,True,12.895297050476074,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,6,10,False,43,43,True,13.221295356750488,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,13,10,False,43,43,True,11.35255241394043,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,20,10,False,43,43,True,11.364697456359863,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,6,10,False,57,57,True,11.637434959411621,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,13,10,False,57,57,True,10.030662536621094,,ok,True,ok,540,540
