experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,6,10,False,59,59,True,13.042876243591309,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,13,10,False,59,59,True,11.016292572021484,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,20,10,False,59,59,True,12.720391273498535,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,6,10,False,3,0,False,,too_short,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,13,10,False,3,0,False,,too_short,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,20,10,False,3,0,False,,too_short,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,6,10,False,56,56,True,11.23854923248291,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,13,10,False,56,56,True,10.576781272888184,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,20,10,False,56,56,True,12.428190231323242,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,6,10,False,55,55,True,11.275009155273438,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,13,10,False,55,55,True,10.36559772491455,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,20,10,False,55,55,True,12.08546257019043,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,6,10,False,55,55,True,11.275009155273438,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,13,10,False,55,55,True,10.36559772491455,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,20,10,False,55,55,True,12.08546257019043,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,6,10,False,560,560,True,12.690044403076172,,ok,False,ok,160,220
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,13,10,False,560,560,True,9.759212493896484,,ok,False,ok,160,220
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,20,10,False,560,560,True,19.021636962890625,,ok,False,ok,160,220
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,6,10,False,514,514,True,11.77450180053711,,ok_qwen_token_boundary,False,ok,160,220
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,13,10,False,514,514,True,9.497780799865723,,ok_qwen_token_boundary,False,ok,160,220
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,20,10,False,514,514,True,20.41388702392578,,ok_qwen_token_boundary,False,ok,160,220
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,answer_segment,6,10,False,46,46,True,13.01370620727539,,ok_qwen_token_boundary,False,ok,160,220
