experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.4693429470062256,,ok,,,,
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,6.169571876525879,,ok,,,,
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,9.146539688110352,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.4013350009918213,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,5.872961521148682,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,9.005763053894043,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,4.060765266418457,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,5.110238075256348,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,8.481042861938477,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.3414440155029297,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,4.225159645080566,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,6.47780704498291,,ok,,,,
exp_a,exp_a__constant_repetition_null,constant_repetition_null,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.8120484352111816,,ok,,,,
exp_a,exp_a__constant_repetition_null,constant_repetition_null,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,7.403907775878906,,ok,,,,
exp_a,exp_a__constant_repetition_null,constant_repetition_null,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,9.091209411621094,,ok,,,,
exp_a,exp_a__short_cycle_repetition_01,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,41,41,True,1.6697258949279785,,ok,,,,
exp_a,exp_a__short_cycle_repetition_01,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,41,41,True,4.6558146476745605,,ok,,,,
exp_a,exp_a__short_cycle_repetition_01,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,41,41,True,6.77830696105957,,ok,,,,
exp_a,exp_a__short_cycle_repetition_02,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,33,33,True,2.7018399238586426,,ok,,,,
exp_a,exp_a__short_cycle_repetition_02,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,33,33,True,4.104380130767822,,ok,,,,
