experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,full_output,6,10,False,57,57,True,11.638291358947754,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,full_output,13,10,False,57,57,True,10.029825210571289,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,full_output,20,10,False,57,57,True,10.957226753234863,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,6,10,False,57,57,True,11.638291358947754,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,13,10,False,57,57,True,10.029825210571289,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,20,10,False,57,57,True,10.957226753234863,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,full_output,6,10,False,65,65,True,15.251834869384766,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,full_output,13,10,False,65,65,True,11.79220962524414,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,full_output,20,10,False,65,65,True,11.92648983001709,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,answer_segment,6,10,False,65,65,True,15.251834869384766,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,answer_segment,13,10,False,65,65,True,11.79220962524414,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,answer_segment,20,10,False,65,65,True,11.92648983001709,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__repetitive_filler__no_think,gsm8k_test_000003,no_think,repetitive_filler,,full_output,6,10,False,59,59,True,11.624032974243164,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__repetitive_filler__no_think,gsm8k_test_000003,no_think,repetitive_filler,,full_output,13,10,False,59,59,True,9.996965408325195,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__repetitive_filler__no_think,gsm8k_test_000003,no_think,repetitive_filler,,full_output,20,10,False,59,59,True,10.99896240234375,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__repetitive_filler__no_think,gsm8k_test_000003,no_think,repetitive_filler,,answer_segment,6,10,False,59,59,True,11.624032974243164,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__repetitive_filler__no_think,gsm8k_test_000003,no_think,repetitive_filler,,answer_segment,13,10,False,59,59,True,9.996965408325195,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__repetitive_filler__no_think,gsm8k_test_000003,no_think,repetitive_filler,,answer_segment,20,10,False,59,59,True,10.99896240234375,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000010__canonical__no_think,gsm8k_test_000010,no_think,canonical,,full_output,6,10,False,52,52,True,13.261537551879883,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__canonical__no_think,gsm8k_test_000010,no_think,canonical,,full_output,13,10,False,52,52,True,10.864344596862793,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__canonical__no_think,gsm8k_test_000010,no_think,canonical,,full_output,20,10,False,52,52,True,11.26700496673584,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__canonical__no_think,gsm8k_test_000010,no_think,canonical,,answer_segment,6,10,False,52,52,True,13.261537551879883,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__canonical__no_think,gsm8k_test_000010,no_think,canonical,,answer_segment,13,10,False,52,52,True,10.864344596862793,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__canonical__no_think,gsm8k_test_000010,no_think,canonical,,answer_segment,20,10,False,52,52,True,11.26700496673584,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__irrelevant_context__no_think,gsm8k_test_000010,no_think,irrelevant_context,,full_output,6,10,False,56,56,True,13.279011726379395,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__irrelevant_context__no_think,gsm8k_test_000010,no_think,irrelevant_context,,full_output,13,10,False,56,56,True,11.082512855529785,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__irrelevant_context__no_think,gsm8k_test_000010,no_think,irrelevant_context,,full_output,20,10,False,56,56,True,11.659749984741211,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__irrelevant_context__no_think,gsm8k_test_000010,no_think,irrelevant_context,,answer_segment,6,10,False,56,56,True,13.279011726379395,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__irrelevant_context__no_think,gsm8k_test_000010,no_think,irrelevant_context,,answer_segment,13,10,False,56,56,True,11.082512855529785,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__irrelevant_context__no_think,gsm8k_test_000010,no_think,irrelevant_context,,answer_segment,20,10,False,56,56,True,11.659749984741211,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__repetitive_filler__no_think,gsm8k_test_000010,no_think,repetitive_filler,,full_output,6,10,False,52,52,True,13.53255844116211,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__repetitive_filler__no_think,gsm8k_test_000010,no_think,repetitive_filler,,full_output,13,10,False,52,52,True,10.578218460083008,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__repetitive_filler__no_think,gsm8k_test_000010,no_think,repetitive_filler,,full_output,20,10,False,52,52,True,11.287586212158203,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__repetitive_filler__no_think,gsm8k_test_000010,no_think,repetitive_filler,,answer_segment,6,10,False,52,52,True,13.53255844116211,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__repetitive_filler__no_think,gsm8k_test_000010,no_think,repetitive_filler,,answer_segment,13,10,False,52,52,True,10.578218460083008,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000010__repetitive_filler__no_think,gsm8k_test_000010,no_think,repetitive_filler,,answer_segment,20,10,False,52,52,True,11.287586212158203,,ok,False,ok,366,342
exp_b,exp_b__gsm8k_test_000052__canonical__no_think,gsm8k_test_000052,no_think,canonical,,full_output,6,10,False,59,59,True,17.552034378051758,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__canonical__no_think,gsm8k_test_000052,no_think,canonical,,full_output,13,10,False,59,59,True,13.953470230102539,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__canonical__no_think,gsm8k_test_000052,no_think,canonical,,full_output,20,10,False,59,59,True,13.575166702270508,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__canonical__no_think,gsm8k_test_000052,no_think,canonical,,answer_segment,6,10,False,59,59,True,17.552034378051758,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__canonical__no_think,gsm8k_test_000052,no_think,canonical,,answer_segment,13,10,False,59,59,True,13.953470230102539,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__canonical__no_think,gsm8k_test_000052,no_think,canonical,,answer_segment,20,10,False,59,59,True,13.575166702270508,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__irrelevant_context__no_think,gsm8k_test_000052,no_think,irrelevant_context,,full_output,6,10,False,56,56,True,16.419984817504883,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__irrelevant_context__no_think,gsm8k_test_000052,no_think,irrelevant_context,,full_output,13,10,False,56,56,True,12.831704139709473,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__irrelevant_context__no_think,gsm8k_test_000052,no_think,irrelevant_context,,full_output,20,10,False,56,56,True,13.5010986328125,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__irrelevant_context__no_think,gsm8k_test_000052,no_think,irrelevant_context,,answer_segment,6,10,False,56,56,True,16.419984817504883,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__irrelevant_context__no_think,gsm8k_test_000052,no_think,irrelevant_context,,answer_segment,13,10,False,56,56,True,12.831704139709473,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__irrelevant_context__no_think,gsm8k_test_000052,no_think,irrelevant_context,,answer_segment,20,10,False,56,56,True,13.5010986328125,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__repetitive_filler__no_think,gsm8k_test_000052,no_think,repetitive_filler,,full_output,6,10,False,64,64,True,15.816740036010742,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__repetitive_filler__no_think,gsm8k_test_000052,no_think,repetitive_filler,,full_output,13,10,False,64,64,True,13.157785415649414,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__repetitive_filler__no_think,gsm8k_test_000052,no_think,repetitive_filler,,full_output,20,10,False,64,64,True,13.444439888000488,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__repetitive_filler__no_think,gsm8k_test_000052,no_think,repetitive_filler,,answer_segment,6,10,False,64,64,True,15.816740036010742,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__repetitive_filler__no_think,gsm8k_test_000052,no_think,repetitive_filler,,answer_segment,13,10,False,64,64,True,13.157785415649414,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000052__repetitive_filler__no_think,gsm8k_test_000052,no_think,repetitive_filler,,answer_segment,20,10,False,64,64,True,13.444439888000488,,ok,False,ok,15,30
exp_b,exp_b__gsm8k_test_000059__canonical__no_think,gsm8k_test_000059,no_think,canonical,,full_output,6,10,False,47,47,True,13.696210861206055,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__canonical__no_think,gsm8k_test_000059,no_think,canonical,,full_output,13,10,False,47,47,True,11.35224723815918,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__canonical__no_think,gsm8k_test_000059,no_think,canonical,,full_output,20,10,False,47,47,True,12.376120567321777,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__canonical__no_think,gsm8k_test_000059,no_think,canonical,,answer_segment,6,10,False,47,47,True,13.696210861206055,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__canonical__no_think,gsm8k_test_000059,no_think,canonical,,answer_segment,13,10,False,47,47,True,11.35224723815918,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__canonical__no_think,gsm8k_test_000059,no_think,canonical,,answer_segment,20,10,False,47,47,True,12.376120567321777,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__irrelevant_context__no_think,gsm8k_test_000059,no_think,irrelevant_context,,full_output,6,10,False,48,48,True,16.05454444885254,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__irrelevant_context__no_think,gsm8k_test_000059,no_think,irrelevant_context,,full_output,13,10,False,48,48,True,12.333012580871582,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__irrelevant_context__no_think,gsm8k_test_000059,no_think,irrelevant_context,,full_output,20,10,False,48,48,True,13.65674877166748,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__irrelevant_context__no_think,gsm8k_test_000059,no_think,irrelevant_context,,answer_segment,6,10,False,48,48,True,16.05454444885254,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__irrelevant_context__no_think,gsm8k_test_000059,no_think,irrelevant_context,,answer_segment,13,10,False,48,48,True,12.333012580871582,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__irrelevant_context__no_think,gsm8k_test_000059,no_think,irrelevant_context,,answer_segment,20,10,False,48,48,True,13.65674877166748,,ok,True,ok,187,187
exp_b,exp_b__gsm8k_test_000059__repetitive_filler__no_think,gsm8k_test_000059,no_think,repetitive_filler,,full_output,6,10,False,48,48,True,16.461679458618164,,ok,True,ok,187,187
