experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,6,10,False,241,241,True,11.88887882232666,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,13,10,False,241,241,True,9.597811698913574,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,20,10,False,241,241,True,10.220677375793457,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,6,10,False,194,194,True,11.348064422607422,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,13,10,False,194,194,True,9.60835075378418,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,20,10,False,194,194,True,10.286572456359863,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,6,10,False,47,47,True,10.172750473022461,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,13,10,False,47,47,True,11.241811752319336,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,20,10,False,47,47,True,11.597207069396973,,ok_qwen_token_boundary,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,6,10,False,60,60,True,11.307692527770996,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,13,10,False,60,60,True,10.882772445678711,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,20,10,False,60,60,True,11.250327110290527,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,6,10,False,60,60,True,11.307692527770996,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,13,10,False,60,60,True,10.882772445678711,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,20,10,False,60,60,True,11.250327110290527,,ok,True,ok,540,540
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,6,10,False,472,472,True,14.097627639770508,,ok,True,ok,160,160
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,13,10,False,472,472,True,10.422472953796387,,ok,True,ok,160,160
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,20,10,False,472,472,True,19.966283798217773,,ok,True,ok,160,160
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,6,10,False,416,416,True,13.016641616821289,,ok_qwen_token_boundary,True,ok,160,160
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,13,10,False,416,416,True,10.220380783081055,,ok_qwen_token_boundary,True,ok,160,160
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,20,10,False,416,416,True,24.932344436645508,,ok_qwen_token_boundary,True,ok,160,160
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,answer_segment,6,10,False,56,56,True,13.919528007507324,,ok_qwen_token_boundary,True,ok,160,160
