experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,6,10,False,562,562,True,8.623702049255371,,ok,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,13,10,False,562,562,True,8.655921936035156,,ok,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,full_output,20,10,False,562,562,True,8.320003509521484,,ok,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,6,10,False,514,514,True,7.947964191436768,,ok_qwen_token_boundary,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,13,10,False,514,514,True,8.168244361877441,,ok_qwen_token_boundary,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,thinking_segment,20,10,False,514,514,True,8.12695598602295,,ok_qwen_token_boundary,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,answer_segment,6,10,False,48,48,True,14.697270393371582,,ok_qwen_token_boundary,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,answer_segment,13,10,False,48,48,True,10.67499828338623,,ok_qwen_token_boundary,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__think,gsm8k_test_000007,think,canonical,,answer_segment,20,10,False,48,48,True,10.165058135986328,,ok_qwen_token_boundary,False,ok,160,100.0
exp_c,exp_c__gsm8k_test_000007__no_think,gsm8k_test_000007,no_think,canonical,,full_output,6,10,False,61,61,True,12.161406517028809,,ok,False,ok,160,120.0
exp_c,exp_c__gsm8k_test_000007__no_think,gsm8k_test_000007,no_think,canonical,,full_output,13,10,False,61,61,True,12.041465759277344,,ok,False,ok,160,120.0
exp_c,exp_c__gsm8k_test_000007__no_think,gsm8k_test_000007,no_think,canonical,,full_output,20,10,False,61,61,True,10.503778457641602,,ok,False,ok,160,120.0
exp_c,exp_c__gsm8k_test_000007__no_think,gsm8k_test_000007,no_think,canonical,,answer_segment,6,10,False,61,61,True,12.161406517028809,,ok,False,ok,160,120.0
exp_c,exp_c__gsm8k_test_000007__no_think,gsm8k_test_000007,no_think,canonical,,answer_segment,13,10,False,61,61,True,12.041465759277344,,ok,False,ok,160,120.0
exp_c,exp_c__gsm8k_test_000007__no_think,gsm8k_test_000007,no_think,canonical,,answer_segment,20,10,False,61,61,True,10.503778457641602,,ok,False,ok,160,120.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,full_output,6,10,False,375,375,True,10.631062507629396,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,full_output,13,10,False,375,375,True,9.338695526123049,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,full_output,20,10,False,375,375,True,8.722579002380371,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,thinking_segment,6,10,False,334,334,True,10.419832229614258,,ok_qwen_token_boundary,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,thinking_segment,13,10,False,334,334,True,9.331814765930176,,ok_qwen_token_boundary,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,thinking_segment,20,10,False,334,334,True,8.499666213989258,,ok_qwen_token_boundary,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,answer_segment,6,10,False,41,41,True,15.38127899169922,,ok_qwen_token_boundary,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,answer_segment,13,10,False,41,41,True,10.718996047973633,,ok_qwen_token_boundary,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__think,gsm8k_test_000028,think,canonical,,answer_segment,20,10,False,41,41,True,10.732706069946287,,ok_qwen_token_boundary,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__no_think,gsm8k_test_000028,no_think,canonical,,full_output,6,10,False,51,51,True,13.837210655212402,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__no_think,gsm8k_test_000028,no_think,canonical,,full_output,13,10,False,51,51,True,11.936991691589355,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__no_think,gsm8k_test_000028,no_think,canonical,,full_output,20,10,False,51,51,True,11.406149864196776,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__no_think,gsm8k_test_000028,no_think,canonical,,answer_segment,6,10,False,51,51,True,13.837210655212402,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__no_think,gsm8k_test_000028,no_think,canonical,,answer_segment,13,10,False,51,51,True,11.936991691589355,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000028__no_think,gsm8k_test_000028,no_think,canonical,,answer_segment,20,10,False,51,51,True,11.406149864196776,,ok,True,ok,25,25.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,full_output,6,10,False,563,563,True,10.088228225708008,,ok,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,full_output,13,10,False,563,563,True,8.922080039978027,,ok,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,full_output,20,10,False,563,563,True,8.130667686462402,,ok,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,thinking_segment,6,10,False,514,514,True,9.55990219116211,,ok_qwen_token_boundary,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,thinking_segment,13,10,False,514,514,True,9.013711929321287,,ok_qwen_token_boundary,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,thinking_segment,20,10,False,514,514,True,7.781853675842285,,ok_qwen_token_boundary,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,answer_segment,6,10,False,49,49,True,12.827766418457031,,ok_qwen_token_boundary,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,answer_segment,13,10,False,49,49,True,10.418646812438965,,ok_qwen_token_boundary,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__think,gsm8k_test_000031,think,canonical,,answer_segment,20,10,False,49,49,True,11.9135160446167,,ok_qwen_token_boundary,True,ok,80,80.0
exp_c,exp_c__gsm8k_test_000031__no_think,gsm8k_test_000031,no_think,canonical,,full_output,6,10,False,66,66,True,14.014596939086914,,ok,False,ok,80,86.666
exp_c,exp_c__gsm8k_test_000031__no_think,gsm8k_test_000031,no_think,canonical,,full_output,13,10,False,66,66,True,11.149357795715332,,ok,False,ok,80,86.666
exp_c,exp_c__gsm8k_test_000031__no_think,gsm8k_test_000031,no_think,canonical,,full_output,20,10,False,66,66,True,11.400629997253418,,ok,False,ok,80,86.666
exp_c,exp_c__gsm8k_test_000031__no_think,gsm8k_test_000031,no_think,canonical,,answer_segment,6,10,False,66,66,True,14.014596939086914,,ok,False,ok,80,86.666
exp_c,exp_c__gsm8k_test_000031__no_think,gsm8k_test_000031,no_think,canonical,,answer_segment,13,10,False,66,66,True,11.149357795715332,,ok,False,ok,80,86.666
exp_c,exp_c__gsm8k_test_000031__no_think,gsm8k_test_000031,no_think,canonical,,answer_segment,20,10,False,66,66,True,11.400629997253418,,ok,False,ok,80,86.666
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,full_output,6,10,False,286,286,True,12.077795028686523,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,full_output,13,10,False,286,286,True,10.35291576385498,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,full_output,20,10,False,286,286,True,10.760091781616213,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,thinking_segment,6,10,False,240,240,True,12.539769172668455,,ok_qwen_token_boundary,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,thinking_segment,13,10,False,240,240,True,10.978973388671877,,ok_qwen_token_boundary,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,thinking_segment,20,10,False,240,240,True,11.010741233825684,,ok_qwen_token_boundary,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,answer_segment,6,10,False,46,46,True,16.7337589263916,,ok_qwen_token_boundary,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,answer_segment,13,10,False,46,46,True,11.864906311035156,,ok_qwen_token_boundary,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__think,gsm8k_test_000042,think,canonical,,answer_segment,20,10,False,46,46,True,12.14463233947754,,ok_qwen_token_boundary,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__no_think,gsm8k_test_000042,no_think,canonical,,full_output,6,10,False,44,44,True,13.817646026611328,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__no_think,gsm8k_test_000042,no_think,canonical,,full_output,13,10,False,44,44,True,10.582833290100098,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__no_think,gsm8k_test_000042,no_think,canonical,,full_output,20,10,False,44,44,True,11.985681533813477,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__no_think,gsm8k_test_000042,no_think,canonical,,answer_segment,6,10,False,44,44,True,13.817646026611328,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__no_think,gsm8k_test_000042,no_think,canonical,,answer_segment,13,10,False,44,44,True,10.582833290100098,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000042__no_think,gsm8k_test_000042,no_think,canonical,,answer_segment,20,10,False,44,44,True,11.985681533813477,,ok,True,ok,26,26.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,full_output,6,10,False,565,565,True,10.63502025604248,,ok,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,full_output,13,10,False,565,565,True,9.361711502075195,,ok,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,full_output,20,10,False,565,565,True,8.962839126586914,,ok,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,thinking_segment,6,10,False,514,514,True,10.622389793395996,,ok_qwen_token_boundary,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,thinking_segment,13,10,False,514,514,True,9.42492389678955,,ok_qwen_token_boundary,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,thinking_segment,20,10,False,514,514,True,8.902573585510254,,ok_qwen_token_boundary,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,answer_segment,6,10,False,51,51,True,13.879854202270508,,ok_qwen_token_boundary,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,answer_segment,13,10,False,51,51,True,12.685510635375977,,ok_qwen_token_boundary,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__think,gsm8k_test_000044,think,canonical,,answer_segment,20,10,False,51,51,True,11.840923309326172,,ok_qwen_token_boundary,False,ok,20,30.0
exp_c,exp_c__gsm8k_test_000044__no_think,gsm8k_test_000044,no_think,canonical,,full_output,6,10,False,50,50,True,12.938791275024414,,ok,False,ok,20,200.0
exp_c,exp_c__gsm8k_test_000044__no_think,gsm8k_test_000044,no_think,canonical,,full_output,13,10,False,50,50,True,10.956867218017578,,ok,False,ok,20,200.0
