experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,6,10,False,46,46,True,13.480685234069824,,ok,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,13,10,False,46,46,True,11.117351531982422,,ok,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,full_output,20,10,False,46,46,True,12.170153617858888,,ok,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,6,10,False,3,0,False,,too_short,ok_qwen_token_boundary,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,13,10,False,3,0,False,,too_short,ok_qwen_token_boundary,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,thinking_segment,20,10,False,3,0,False,,too_short,ok_qwen_token_boundary,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,6,10,False,43,43,True,15.19820499420166,,ok_qwen_token_boundary,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,13,10,False,43,43,True,11.498957633972168,,ok_qwen_token_boundary,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__think,gsm8k_test_000003,think,canonical,,answer_segment,20,10,False,43,43,True,12.320730209350586,,ok_qwen_token_boundary,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,6,10,False,42,42,True,15.016613006591797,,ok,True,ok,540,540.0
exp_c,exp_c__gsm8k_test_000003__no_think,gsm8k_test_000003,no_think,canonical,,full_output,13,10,False,42,42,True,11.30828094482422,,ok,True,ok,540,540.0
