experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,full_output,6,10,False,46,46,True,11.034239768981934,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,full_output,13,10,False,46,46,True,11.832830429077148,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,full_output,20,10,False,46,46,True,11.762145042419434,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,6,10,False,46,46,True,11.034239768981934,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,13,10,False,46,46,True,11.832830429077148,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__canonical__no_think,gsm8k_test_000003,no_think,canonical,,answer_segment,20,10,False,46,46,True,11.762145042419434,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,full_output,6,10,False,47,47,True,11.635385513305664,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,full_output,13,10,False,47,47,True,11.859806060791016,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,full_output,20,10,False,47,47,True,11.568208694458008,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,answer_segment,6,10,False,47,47,True,11.635385513305664,,ok,True,ok,540,540
exp_b,exp_b__gsm8k_test_000003__irrelevant_context__no_think,gsm8k_test_000003,no_think,irrelevant_context,,answer_segment,13,10,False,47,47,True,11.859806060791016,,ok,True,ok,540,540
