experiment,condition_id,example_id,mode,prompt_variant,family,segment,layer,k,normalize_hidden_states,token_count,valid_token_count,valid,mean_lid,invalid_reason,segment_parse_status,correct,answer_parse_status,gold_answer,model_answer
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,4.263545036315918,,ok,,,,
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,6.41713809967041,,ok,,,,
exp_a,exp_a__constant_repetition_data,constant_repetition_data,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,7.574487209320068,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,4.905865669250488,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,6.703474998474121,,ok,,,,
exp_a,exp_a__constant_repetition_zero,constant_repetition_zero,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,7.4163899421691895,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.7221126556396484,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,7.481544017791748,,ok,,,,
exp_a,exp_a__constant_repetition_token,constant_repetition_token,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,7.999492168426514,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,3.853818893432617,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,8.060303688049316,,ok,,,,
exp_a,exp_a__constant_repetition_apple,constant_repetition_apple,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,8.103385925292969,,ok,,,,
exp_a,exp_a__constant_repetition_null,constant_repetition_null,no_think,degenerate,constant_repetition,full_output,6,10,False,1024,1024,True,4.127738952636719,,ok,,,,
exp_a,exp_a__constant_repetition_null,constant_repetition_null,no_think,degenerate,constant_repetition,full_output,13,10,False,1024,1024,True,6.2197265625,,ok,,,,
exp_a,exp_a__constant_repetition_null,constant_repetition_null,no_think,degenerate,constant_repetition,full_output,20,10,False,1024,1024,True,6.991830825805664,,ok,,,,
exp_a,exp_a__short_cycle_repetition_01,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,1024,1024,True,4.980491638183594,,ok,,,,
exp_a,exp_a__short_cycle_repetition_01,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,1024,1024,True,5.368624687194824,,ok,,,,
exp_a,exp_a__short_cycle_repetition_01,short_cycle_repetition_01,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,1024,1024,True,5.413722991943359,,ok,,,,
exp_a,exp_a__short_cycle_repetition_02,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,65,65,True,4.6066131591796875,,ok,,,,
exp_a,exp_a__short_cycle_repetition_02,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,65,65,True,5.247498512268066,,ok,,,,
exp_a,exp_a__short_cycle_repetition_02,short_cycle_repetition_02,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,65,65,True,6.254976749420166,,ok,,,,
exp_a,exp_a__short_cycle_repetition_03,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,1024,1024,True,4.5733256340026855,,ok,,,,
exp_a,exp_a__short_cycle_repetition_03,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,1024,1024,True,6.6201887130737305,,ok,,,,
exp_a,exp_a__short_cycle_repetition_03,short_cycle_repetition_03,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,1024,1024,True,8.820192337036133,,ok,,,,
exp_a,exp_a__short_cycle_repetition_04,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,65,65,True,5.094103813171387,,ok,,,,
exp_a,exp_a__short_cycle_repetition_04,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,65,65,True,5.40957498550415,,ok,,,,
exp_a,exp_a__short_cycle_repetition_04,short_cycle_repetition_04,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,65,65,True,5.434841632843018,,ok,,,,
exp_a,exp_a__short_cycle_repetition_05,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,full_output,6,10,False,1024,1024,True,4.55250358581543,,ok,,,,
exp_a,exp_a__short_cycle_repetition_05,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,full_output,13,10,False,1024,1024,True,4.957634925842285,,ok,,,,
exp_a,exp_a__short_cycle_repetition_05,short_cycle_repetition_05,no_think,degenerate,short_cycle_repetition,full_output,20,10,False,1024,1024,True,5.683040618896484,,ok,,,,
exp_a,exp_a__templatic_repetition_01,templatic_repetition_01,no_think,degenerate,templatic_repetition,full_output,6,10,False,153,153,True,3.3140714168548584,,ok,,,,
exp_a,exp_a__templatic_repetition_01,templatic_repetition_01,no_think,degenerate,templatic_repetition,full_output,13,10,False,153,153,True,2.830268383026123,,ok,,,,
exp_a,exp_a__templatic_repetition_01,templatic_repetition_01,no_think,degenerate,templatic_repetition,full_output,20,10,False,153,153,True,5.976493835449219,,ok,,,,
exp_a,exp_a__templatic_repetition_02,templatic_repetition_02,no_think,degenerate,templatic_repetition,full_output,6,10,False,153,153,True,2.7096621990203857,,ok,,,,
exp_a,exp_a__templatic_repetition_02,templatic_repetition_02,no_think,degenerate,templatic_repetition,full_output,13,10,False,153,153,True,2.800248384475708,,ok,,,,
exp_a,exp_a__templatic_repetition_02,templatic_repetition_02,no_think,degenerate,templatic_repetition,full_output,20,10,False,153,153,True,6.117682456970215,,ok,,,,
exp_a,exp_a__templatic_repetition_03,templatic_repetition_03,no_think,degenerate,templatic_repetition,full_output,6,10,False,153,153,True,3.0549232959747314,,ok,,,,
exp_a,exp_a__templatic_repetition_03,templatic_repetition_03,no_think,degenerate,templatic_repetition,full_output,13,10,False,153,153,True,2.7442336082458496,,ok,,,,
exp_a,exp_a__templatic_repetition_03,templatic_repetition_03,no_think,degenerate,templatic_repetition,full_output,20,10,False,153,153,True,6.028628826141357,,ok,,,,
exp_a,exp_a__templatic_repetition_04,templatic_repetition_04,no_think,degenerate,templatic_repetition,full_output,6,10,False,153,153,True,2.6077880859375,,ok,,,,
exp_a,exp_a__templatic_repetition_04,templatic_repetition_04,no_think,degenerate,templatic_repetition,full_output,13,10,False,153,153,True,2.917036294937134,,ok,,,,
exp_a,exp_a__templatic_repetition_04,templatic_repetition_04,no_think,degenerate,templatic_repetition,full_output,20,10,False,153,153,True,6.533008098602295,,ok,,,,
exp_a,exp_a__templatic_repetition_05,templatic_repetition_05,no_think,degenerate,templatic_repetition,full_output,6,10,False,169,169,True,4.269164085388184,,ok,,,,
exp_a,exp_a__templatic_repetition_05,templatic_repetition_05,no_think,degenerate,templatic_repetition,full_output,13,10,False,169,169,True,3.3558385372161865,,ok,,,,
exp_a,exp_a__templatic_repetition_05,templatic_repetition_05,no_think,degenerate,templatic_repetition,full_output,20,10,False,169,169,True,6.4559102058410645,,ok,,,,
exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000135,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,49,49,True,12.229362487792969,,ok,,,,
exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000135,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,49,49,True,11.912735939025879,,ok,,,,
exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000135,gsm8k_test_000135,no_think,canonical,regular_gsm8k_nothink,full_output,20,10,False,49,49,True,12.173163414001465,,ok,,,,
exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000153,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,full_output,6,10,False,71,71,True,24.11832046508789,,ok,,,,
exp_a,exp_a__regular_gsm8k_nothink_gsm8k_test_000153,gsm8k_test_000153,no_think,canonical,regular_gsm8k_nothink,full_output,13,10,False,71,71,True,14.875115394592285,,ok,,,,
